date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:34	21737/21737	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2003:02:55%20GMT	https://www.palomasouzaoff.com/about	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/about.html	(from https://www.palomasouzaoff.com/)
19:20:34	36164/36164	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jun%202025%2009:06:08%20GMT	https://www.palomasouzaoff.com/design	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/design.html	(from https://www.palomasouzaoff.com/)
19:20:34	17371/17371	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Jul%202025%2015:15:26%20GMT	https://www.palomasouzaoff.com/webflow	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/webflow.html	(from https://www.palomasouzaoff.com/)
19:20:35	17780/17780	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jul%202025%2001:45:00%20GMT	https://www.palomasouzaoff.com/speaking	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/speaking.html	(from https://www.palomasouzaoff.com/)
19:20:35	16450/16450	---MCZ	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2016:01:36%20GMT	https://www.palomasouzaoff.com/contact	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/contact.html	(from https://www.palomasouzaoff.com/)
19:20:35	33021/33021	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jul%202025%2020:01:42%20GMT	https://www.palomasouzaoff.com/faq	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/faq.html	(from https://www.palomasouzaoff.com/)
19:20:36	16088/16088	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jul%202025%2014:11:08%20GMT	https://www.palomasouzaoff.com/notes	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/notes.html	(from https://www.palomasouzaoff.com/)
19:20:36	25662/25662	---M--	200	added ('OK')	image/png	etag:%220afae0c3253e9da5bdff7265587f32f6%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4bca99567d5c994484b30_camping_1f3d5-fe0f.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4bca99567d5c994484b30_camping_1f3d5-fe0f.png	(from https://www.palomasouzaoff.com/)
19:20:36	174868/174868	---M--	200	added ('OK')	image/png	etag:%2297b7a0a93fc3a759d294c47153ac2067%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4b2a9cccc27a458342d60_rh-pill.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4b2a9cccc27a458342d60_rh-pill.png	(from https://www.palomasouzaoff.com/)
19:20:36	2426/2426	---M--	200	added ('OK')	image/png	etag:%2250789c50a15fe14918e8db01b08dc51e%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4bccc0143dcedc1dceecb_sparkles_2728-2.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4bccc0143dcedc1dceecb_sparkles_2728-2.png	(from https://www.palomasouzaoff.com/)
19:20:36	15395/15395	---M--	200	added ('OK')	image/png	etag:%22c2884123814578bb97771f046fdc75c0%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4bc601e74bea9f1ada2fe_seedling_1f331.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4bc601e74bea9f1ada2fe_seedling_1f331.png	(from https://www.palomasouzaoff.com/)
19:20:37	35031/35031	---M--	200	added ('OK')	image/png	etag:%22209fcbc16d905f2b30f091301a62d3f2%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4bc79600bd67e51adc974_party-popper_1f389.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4bc79600bd67e51adc974_party-popper_1f389.png	(from https://www.palomasouzaoff.com/)
19:20:37	559959/559959	---M--	200	added ('OK')	image/jpeg	etag:%222547e148e324878993f44cc8b86d0e55%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4f59d7f784e715fe3209f_DSC01457.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/64d4f59d7f784e715fe3209f_DSC01457.jpg	(from https://www.palomasouzaoff.com/)
19:20:37	140320/140320	---M--	200	added ('OK')	image/png	etag:%2200764cb43be9654adde74c3834de45d5%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/646466fe6a1e3ce6ef572dc6_DP%20COVER%20Webflow%20Prelaunch%20Checklist.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/646466fe6a1e3ce6ef572dc6_DP%20COVER%20Webflow%20Prelaunch%20Checklist.png	(from https://www.palomasouzaoff.com/)
19:20:38	29331/29331	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jul%202025%2022:25:32%20GMT	https://www.palomasouzaoff.com/blog/clickup-playbook	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/clickup-playbook.html	(from https://www.palomasouzaoff.com/)
19:20:38	41183/41183	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jul%202025%2008:57:13%20GMT	https://www.palomasouzaoff.com/blog/how-not-to-design-modern-ui	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/how-not-to-design-modern-ui.html	(from https://www.palomasouzaoff.com/)
19:20:39	1686509/1686509	---M--	200	added ('OK')	image/png	etag:%229116b000fa5a20308943e9043b49af95%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/67dd28eed9189c892f47dffd_Video_052_Thumbnail_B.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/67dd28eed9189c892f47dffd_Video_052_Thumbnail_B.png	(from https://www.palomasouzaoff.com/)
19:20:39	26692/26692	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2010:13:27%20GMT	https://www.palomasouzaoff.com/blog/pricing-freelance-services	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/pricing-freelance-services.html	(from https://www.palomasouzaoff.com/)
19:20:39	1348471/1348471	---M--	200	added ('OK')	image/png	etag:%22eebda515706c5d5552eb302370e08aeb%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/66bd6765e7522301920413e0_Video_049_Thumbnail_A%20-%2001.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/66bd6765e7522301920413e0_Video_049_Thumbnail_A%20-%2001.png	(from https://www.palomasouzaoff.com/)
19:20:39	982269/982269	---M--	200	added ('OK')	image/png	etag:%22734c8c12dee223d146bd32ea37e80ce6%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63ee0aad16315755b462bd65_038_Pricing%20101.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63ee0aad16315755b462bd65_038_Pricing%20101.png	(from https://www.palomasouzaoff.com/)
19:20:39	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=60c5f64abe141da7260da0b9	C:/Users/Lucas/Site%20Paloma/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c86d29.js	(from https://www.palomasouzaoff.com/)
19:20:40	1091587/1091587	---MCZ	200	added ('OK')	text/javascript	etag:W/%227de3a68cfd55118d548a17dec997a5c4%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.schunk.2bbc72454ac662b3.js	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.schunk.2bbc72454ac662b3.js	(from https://www.palomasouzaoff.com/)
19:20:40	20593/20593	---MCZ	200	added ('OK')	text/javascript	etag:W/%22ea71ab80f095711112bb717a1cf9b5be%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.schunk.00408957bf41b963.js	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.schunk.00408957bf41b963.js	(from https://www.palomasouzaoff.com/)
19:20:40	203197/203197	---MCZ	200	added ('OK')	text/javascript	etag:W/%22e3033cae26815bb7cee590c621dc3f3c%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.schunk.c75e1e51a191e534.js	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.schunk.c75e1e51a191e534.js	(from https://www.palomasouzaoff.com/)
19:20:40	104510/104510	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c7680a52592ddc823548ba2ab2ca4066%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.schunk.099d588826cb7726.js	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.schunk.099d588826cb7726.js	(from https://www.palomasouzaoff.com/)
19:20:41	2608/2608	---MCZ	200	added ('OK')	text/javascript	etag:W/%22520f7371db3a8a88a65a697e95ce2fae%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.f1dee9a7.ce00b8b097ee66c7.js	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/js/webflow.f1dee9a7.ce00b8b097ee66c7.js	(from https://www.palomasouzaoff.com/)
19:20:41	15452/15452	---M-Z	200	added ('OK')	application/javascript	etag:W/%223c5c-cszbxuu2RLEIWGwAYvp9jfXacUI%22	https://cdn.jsdelivr.net/npm/circletype@2.3.0/dist/circletype.min.js	C:/Users/Lucas/Site%20Paloma/cdn.jsdelivr.net/npm/circletype@2.3.0/dist/circletype.min.js	(from https://www.palomasouzaoff.com/)
19:20:42	367167/367167	---M--	200	added ('OK')	image/png	etag:%229828716cfb1d62de62bb5ae839072fe9%22	https://cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650c45bcc5e474856ceeaf3a_DP%20COVER%20webflow%20learning%20roadmap.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60c5f64abe141da7260da0b9/650c45bcc5e474856ceeaf3a_DP%20COVER%20webflow%20learning%20roadmap.png	(from https://www.palomasouzaoff.com/resources)
19:20:42	3698/3698	---M--	200	added ('OK')	image/png	etag:%226b0a1b9733123c58bd50a16d56019d0c%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/61c138698285637d3430a5b8_artlist-licenses.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/61c138698285637d3430a5b8_artlist-licenses.png	(from https://www.palomasouzaoff.com/resources)
19:20:42	14786/14786	---M--	200	added ('OK')	image/png	etag:%22c1e5a5ba77824143a5c666f67daacefb%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd950b8443c24f848647a_MbHGl54A_400x400.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd950b8443c24f848647a_MbHGl54A_400x400.png	(from https://www.palomasouzaoff.com/resources)
19:20:43	130912/130912	---M--	200	added ('OK')	image/png	etag:%22e9459e421d315d7ac9e0c7dfd601898c%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/646f343c9ff0d7324bcc4c3f_DaVinci_Resolve_17_logo.svg.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/646f343c9ff0d7324bcc4c3f_DaVinci_Resolve_17_logo.svg.png	(from https://www.palomasouzaoff.com/resources)
19:20:43	8726/8726	---M--	200	added ('OK')	image/png	etag:%2205b4aad5373abe898277fa6dc21ac3cc%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd9722488cf7afe36b754_49515591-1fdb-45b7-8816-b490414a41ad_thumb.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd9722488cf7afe36b754_49515591-1fdb-45b7-8816-b490414a41ad_thumb.png	(from https://www.palomasouzaoff.com/resources)
19:20:43	59250/59250	---M--	200	added ('OK')	image/png	etag:%226731662442a091058fc063eae217cf16%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/66e90692a86fcd3fd7d4702a_hero-logo-things-io70.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/66e90692a86fcd3fd7d4702a_hero-logo-things-io70.png	(from https://www.palomasouzaoff.com/resources)
19:20:43	96973/96973	---M--	200	added ('OK')	image/jpeg	etag:%2208d143d92a74ad745867984b1d134f84%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/646f33825ff1d52bdca3ae78_71I1KXzxHIL._AC_SL1500_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/646f33825ff1d52bdca3ae78_71I1KXzxHIL._AC_SL1500_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:44	9712/9712	---M--	200	added ('OK')	image/jpeg	etag:%2290a31bcb0b83b982b16c575eaebd461c%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd8ebd7c2153c0fbaf522_41iULyqpdxL._AC_SL1000_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd8ebd7c2153c0fbaf522_41iULyqpdxL._AC_SL1000_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:44	275/275	---MCZ	403	error ('Forbidden')	application/xml	date:Tue,%2022%20Jul%202025%2022:20:46%20GMT	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63899286c22da702eec98bd3_Rode+NTG4++Condenser+Shotgun+Microphone.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63899286c22da702eec98bd3_Rode+NTG4++Condenser+Shotgun+Microphone.png	(from https://www.palomasouzaoff.com/resources)
19:20:44	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Tue,%2022%20Jul%202025%2022:20:46%20GMT	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd8f936a77af4150e2349_51+IegY1+EL._AC_SL1000_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd8f936a77af4150e2349_51+IegY1+EL._AC_SL1000_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:45	78858/78858	---M--	200	added ('OK')	image/jpeg	etag:%22c2f406380923ce7629801146c3ad3070%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd91cbd0478118860852b_619eUD65k3L._AC_SL1500_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd91cbd0478118860852b_619eUD65k3L._AC_SL1500_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:45	60299/60299	---M--	200	added ('OK')	image/jpeg	etag:%22ece2022fb044e2acdc03eec880054861%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/62b57020fd674feee229d6ef_61cte-8QJ-L._AC_SL1080_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/62b57020fd674feee229d6ef_61cte-8QJ-L._AC_SL1080_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:45	92970/92970	---M--	200	added ('OK')	image/jpeg	etag:%22e230a35569b01eb0b9e1b7e84e1486d7%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/648836a2e5ee8770a88868ff_71sgIlw0w3L._AC_SL1000_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/648836a2e5ee8770a88868ff_71sgIlw0w3L._AC_SL1000_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:46	132307/132307	---M--	200	added ('OK')	image/jpeg	etag:%225c6f6f96a1e965f91eecc8c72b0f1b06%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fe4d939fd477f2504d9864_71B6hZUVvHL._AC_SL1500_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fe4d939fd477f2504d9864_71B6hZUVvHL._AC_SL1500_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:46	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Tue,%2022%20Jul%202025%2022:20:48%20GMT	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd90a93089960740c8bea_712+jjz3lyL._AC_SL1500_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd90a93089960740c8bea_712+jjz3lyL._AC_SL1500_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:47	68840/68840	---M--	200	added ('OK')	image/jpeg	etag:%22aa85461fa1dd3cc645d1b82f279c9e89%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd8d931a3d70cb8101592_61rOENgolOL._AC_SL1200_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd8d931a3d70cb8101592_61rOENgolOL._AC_SL1200_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:47	52297/52297	---M--	200	added ('OK')	image/jpeg	etag:%22563f50aae0a9bf572eb86ba3d9b92ad2%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd8c9fd59fa28434ad9a0_61W5s-jTy1L._AC_SL1500_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd8c9fd59fa28434ad9a0_61W5s-jTy1L._AC_SL1500_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:47	105517/105517	---M--	200	added ('OK')	image/jpeg	etag:%22e393623e9320f9d3b5f29e950a276aae%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd8b498801b5f77d2703b_81K8igugQvL._AC_SL1500_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/60fbd8b498801b5f77d2703b_81K8igugQvL._AC_SL1500_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:48	70386/70386	---M--	200	added ('OK')	image/jpeg	etag:%22d5b26904141273c7a16051ef1722a4e3%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63899387adcfdb8385418462_61aiQT9FcnL._AC_SL1500_.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63899387adcfdb8385418462_61aiQT9FcnL._AC_SL1500_.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:48	47893/47893	---M--	200	added ('OK')	image/jpeg	etag:%229ef4c654be7d1f5ef16604aafbca7a9d%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/64100d4e8b52078270fb432c_cover-d30b2dfc15.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/64100d4e8b52078270fb432c_cover-d30b2dfc15.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:48	557184/557184	---M--	200	added ('OK')	image/jpeg	etag:%226c83b746fef0962418ce98932dfeec2c%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/6486e01fd40066668b54d7e9_9781785043031.jpg	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/6486e01fd40066668b54d7e9_9781785043031.jpg	(from https://www.palomasouzaoff.com/resources)
19:20:49	1136388/1136388	---M--	200	added ('OK')	image/png	etag:%2250b3368abaa63fcaa818fd8aee1d3259%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/64100db7dbfbb9b64e18d0f1_CleanShot%202023-03-14%20at%2013.56.59%402x.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/64100db7dbfbb9b64e18d0f1_CleanShot%202023-03-14%20at%2013.56.59@2x.png	(from https://www.palomasouzaoff.com/resources)
19:20:49	17586/17586	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jul%202025%2019:34:11%20GMT	https://www.palomasouzaoff.com/category/self-improvement	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/category/self-improvement.html	(from https://www.palomasouzaoff.com/blog)
19:20:50	19378/19378	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Jul%202025%2013:31:47%20GMT	https://www.palomasouzaoff.com/category/solopreneurship	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/category/solopreneurship.html	(from https://www.palomasouzaoff.com/blog)
19:20:50	19657/19657	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Jul%202025%2013:37:19%20GMT	https://www.palomasouzaoff.com/category/guides-tutorials	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/category/guides-tutorials.html	(from https://www.palomasouzaoff.com/blog)
19:20:51	26496/26496	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2000:10:51%20GMT	https://www.palomasouzaoff.com/blog/how-to-find-inspiration-for-app-web-design-fast	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/how-to-find-inspiration-for-app-web-design-fast.html	(from https://www.palomasouzaoff.com/blog)
19:20:51	40820/40820	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Jul%202025%2022:25:14%20GMT	https://www.palomasouzaoff.com/blog/9-income-streams-in-2022	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/9-income-streams-in-2022.html	(from https://www.palomasouzaoff.com/blog)
19:20:52	226100/226100	---M--	200	added ('OK')	image/png	etag:%22ed418d43eb974808e263862af743e720%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63ccd732ea97bef564d0e315_036_9%20inc%20stream.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63ccd732ea97bef564d0e315_036_9%20inc%20stream.png	(from https://www.palomasouzaoff.com/blog)
19:20:52	1695683/1695683	---M--	200	added ('OK')	image/png	etag:%2242ed33a7470cd11010a9442273c1ffd9%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63da8051bb5e1cd9bdb4d9cd_037_Mobbin.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63da8051bb5e1cd9bdb4d9cd_037_Mobbin.png	(from https://www.palomasouzaoff.com/blog)
19:20:52	36474/36474	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Jul%202025%2021:16:56%20GMT	https://www.palomasouzaoff.com/blog/why-i-quit-my-high-paying-job	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/why-i-quit-my-high-paying-job.html	(from https://www.palomasouzaoff.com/blog)
19:20:53	31868/31868	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Jul%202025%2008:49:00%20GMT	https://www.palomasouzaoff.com/blog/how-i-doubled-my-income-in-a-year	C:/Users/Lucas/Site%20Paloma/www.palomasouzaoff.com/blog/how-i-doubled-my-income-in-a-year.html	(from https://www.palomasouzaoff.com/blog)
19:20:55	1329595/1329595	---M--	200	added ('OK')	image/png	etag:%22ebc8f44441298183a661a63d2e08b231%22	https://cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63bfb5f836a47c72d4e60193_035_Why%20I%20left%20my%20high%20paying%20job.png	C:/Users/Lucas/Site%20Paloma/cdn.prod.website-files.com/60cb52c2404d62254c4e0481/63bfb5f836a47c72d4e60193_035_Why%20I%20left%20my%20high%20paying%20job.png	(from https://www.palomasouzaoff.com/blog)
